vial,cage,cagediet,assaydiet,lifespan
31,4c,4,1,38.5
31,4c,4,1,38.5
31,4c,4,1,43
31,4c,4,1,43
31,4c,4,1,45.5
31,4c,4,1,45.5
31,4c,4,1,45.5
31,4c,4,1,45.5
31,4c,4,1,48
31,4c,4,1,50
31,4c,4,1,50
31,4c,4,1,50
31,4c,4,1,50
31,4c,4,1,50
31,4c,4,1,50
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,52.5
31,4c,4,1,55
31,4c,4,1,55
31,4c,4,1,62
31,4c,4,1,62
31,4c,4,1,62
31,4c,4,1,66.5
31,4c,4,1,78
31,4c,4,1,90
32,4c,4,1,1
32,4c,4,1,27
32,4c,4,1,34
32,4c,4,1,36
32,4c,4,1,36
32,4c,4,1,38.5
32,4c,4,1,38.5
32,4c,4,1,38.5
32,4c,4,1,41
32,4c,4,1,41
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,45.5
32,4c,4,1,48
32,4c,4,1,48
32,4c,4,1,50
32,4c,4,1,50
32,4c,4,1,52.5
32,4c,4,1,52.5
32,4c,4,1,52.5
32,4c,4,1,55
32,4c,4,1,55
32,4c,4,1,55
32,4c,4,1,55
32,4c,4,1,57
32,4c,4,1,57
32,4c,4,1,59.5
32,4c,4,1,62
32,4c,4,1,66.5
32,4c,4,1,71
32,4c,4,1,73.5
32,4c,4,1,78
32,4c,4,1,80.5
33,4c,4,1,8
33,4c,4,1,17.5
33,4c,4,1,36
33,4c,4,1,36
33,4c,4,1,38.5
33,4c,4,1,38.5
33,4c,4,1,41
33,4c,4,1,41
33,4c,4,1,43
33,4c,4,1,43
33,4c,4,1,45.5
33,4c,4,1,45.5
33,4c,4,1,45.5
33,4c,4,1,45.5
33,4c,4,1,48
33,4c,4,1,48
33,4c,4,1,48
33,4c,4,1,48
33,4c,4,1,48
33,4c,4,1,50
33,4c,4,1,50
33,4c,4,1,50
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,52.5
33,4c,4,1,59.5
33,4c,4,1,59.5
33,4c,4,1,59.5
33,4c,4,1,59.5
33,4c,4,1,59.5
33,4c,4,1,62
33,4c,4,1,64
33,4c,4,1,66.5
33,4c,4,1,66.5
33,4c,4,1,69
34,4d,4,1,31.5
34,4d,4,1,34
34,4d,4,1,36
34,4d,4,1,36
34,4d,4,1,38.5
34,4d,4,1,41
34,4d,4,1,43
34,4d,4,1,43
34,4d,4,1,43
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,45.5
34,4d,4,1,50
34,4d,4,1,52.5
34,4d,4,1,52.5
34,4d,4,1,52.5
34,4d,4,1,52.5
34,4d,4,1,52.5
34,4d,4,1,55
34,4d,4,1,55
34,4d,4,1,55
34,4d,4,1,55
34,4d,4,1,57
34,4d,4,1,57
34,4d,4,1,59.5
34,4d,4,1,62
34,4d,4,1,62
34,4d,4,1,62
34,4d,4,1,73.5
35,4d,4,1,8
35,4d,4,1,36
35,4d,4,1,38.5
35,4d,4,1,38.5
35,4d,4,1,38.5
35,4d,4,1,38.5
35,4d,4,1,38.5
35,4d,4,1,41
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,45.5
35,4d,4,1,48
35,4d,4,1,48
35,4d,4,1,48
35,4d,4,1,50
35,4d,4,1,50
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,52.5
35,4d,4,1,55
35,4d,4,1,55
35,4d,4,1,55
35,4d,4,1,59.5
35,4d,4,1,59.5
35,4d,4,1,59.5
35,4d,4,1,66.5
36,4d,4,1,1
36,4d,4,1,29
36,4d,4,1,31.5
36,4d,4,1,38.5
36,4d,4,1,38.5
36,4d,4,1,41
36,4d,4,1,43
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,45.5
36,4d,4,1,48
36,4d,4,1,48
36,4d,4,1,50
36,4d,4,1,50
36,4d,4,1,50
36,4d,4,1,52.5
36,4d,4,1,52.5
36,4d,4,1,52.5
36,4d,4,1,52.5
36,4d,4,1,52.5
36,4d,4,1,55
36,4d,4,1,55
36,4d,4,1,55
36,4d,4,1,55
36,4d,4,1,55
36,4d,4,1,59.5
36,4d,4,1,62
36,4d,4,1,64
36,4d,4,1,66.5
36,4d,4,1,66.5
36,4d,4,1,73.5
36,4d,4,1,76
37,4a,4,1,15
37,4a,4,1,48
37,4a,4,1,48
37,4a,4,1,52.5
37,4a,4,1,55
37,4a,4,1,57
37,4a,4,1,59.5
37,4a,4,1,59.5
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,62
37,4a,4,1,64
37,4a,4,1,64
37,4a,4,1,64
37,4a,4,1,64
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,66.5
37,4a,4,1,71
37,4a,4,1,71
37,4a,4,1,71
37,4a,4,1,73.5
37,4a,4,1,73.5
37,4a,4,1,73.5
37,4a,4,1,73.5
37,4a,4,1,73.5
37,4a,4,1,73.5
37,4a,4,1,78
38,4a,4,1,41
38,4a,4,1,52.5
38,4a,4,1,55
38,4a,4,1,59.5
38,4a,4,1,59.5
38,4a,4,1,62
38,4a,4,1,64
38,4a,4,1,66.5
38,4a,4,1,66.5
38,4a,4,1,66.5
38,4a,4,1,66.5
38,4a,4,1,69
38,4a,4,1,69
38,4a,4,1,71
38,4a,4,1,71
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,73.5
38,4a,4,1,76
38,4a,4,1,76
38,4a,4,1,76
38,4a,4,1,78
38,4a,4,1,78
38,4a,4,1,78
38,4a,4,1,78
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,80.5
38,4a,4,1,83
38,4a,4,1,87.5
38,4a,4,1,87.5
38,4a,4,1,87.5
39,4a,4,1,3.5
39,4a,4,1,27
39,4a,4,1,36
39,4a,4,1,38.5
39,4a,4,1,45.5
39,4a,4,1,45.5
39,4a,4,1,50
39,4a,4,1,52.5
39,4a,4,1,52.5
39,4a,4,1,57
39,4a,4,1,62
39,4a,4,1,62
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,66.5
39,4a,4,1,69
39,4a,4,1,69
39,4a,4,1,69
39,4a,4,1,69
39,4a,4,1,71
39,4a,4,1,71
39,4a,4,1,71
39,4a,4,1,71
39,4a,4,1,73.5
39,4a,4,1,73.5
39,4a,4,1,73.5
39,4a,4,1,76
39,4a,4,1,78
39,4a,4,1,78
39,4a,4,1,78
39,4a,4,1,78
39,4a,4,1,78
39,4a,4,1,78
39,4a,4,1,80.5
39,4a,4,1,80.5
39,4a,4,1,80.5
40,4b,4,1,24.5
40,4b,4,1,27
40,4b,4,1,43
40,4b,4,1,52.5
40,4b,4,1,55
40,4b,4,1,55
40,4b,4,1,57
40,4b,4,1,59.5
40,4b,4,1,59.5
40,4b,4,1,62
40,4b,4,1,62
40,4b,4,1,64
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,66.5
40,4b,4,1,69
40,4b,4,1,69
40,4b,4,1,73.5
40,4b,4,1,73.5
40,4b,4,1,73.5
40,4b,4,1,73.5
40,4b,4,1,76
40,4b,4,1,76
40,4b,4,1,76
40,4b,4,1,78
40,4b,4,1,78
40,4b,4,1,78
40,4b,4,1,78
40,4b,4,1,80.5
40,4b,4,1,80.5
40,4b,4,1,80.5
40,4b,4,1,80.5
40,4b,4,1,80.5
40,4b,4,1,83
40,4b,4,1,87.5
41,4b,4,1,1
41,4b,4,1,13
41,4b,4,1,13
41,4b,4,1,13
41,4b,4,1,34
41,4b,4,1,38.5
41,4b,4,1,38.5
41,4b,4,1,43
41,4b,4,1,45.5
41,4b,4,1,48
41,4b,4,1,48
41,4b,4,1,50
41,4b,4,1,50
41,4b,4,1,52.5
41,4b,4,1,52.5
41,4b,4,1,52.5
41,4b,4,1,52.5
41,4b,4,1,55
41,4b,4,1,55
41,4b,4,1,57
41,4b,4,1,57
41,4b,4,1,57
41,4b,4,1,59.5
41,4b,4,1,59.5
41,4b,4,1,59.5
41,4b,4,1,59.5
41,4b,4,1,59.5
41,4b,4,1,59.5
41,4b,4,1,62
41,4b,4,1,62
41,4b,4,1,64
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,66.5
41,4b,4,1,69
41,4b,4,1,69
42,4b,4,1,45.5
42,4b,4,1,45.5
42,4b,4,1,48
42,4b,4,1,52.5
42,4b,4,1,52.5
42,4b,4,1,55
42,4b,4,1,55
42,4b,4,1,57
42,4b,4,1,57
42,4b,4,1,59.5
42,4b,4,1,59.5
42,4b,4,1,62
42,4b,4,1,62
42,4b,4,1,62
42,4b,4,1,62
42,4b,4,1,62
42,4b,4,1,64
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,66.5
42,4b,4,1,71
42,4b,4,1,71
42,4b,4,1,73.5
42,4b,4,1,73.5
42,4b,4,1,73.5
42,4b,4,1,73.5
42,4b,4,1,73.5
42,4b,4,1,80.5
42,4b,4,1,80.5
42,4b,4,1,80.5
42,4b,4,1,80.5
42,4b,4,1,83
42,4b,4,1,85
42,4b,4,1,90
43,4c,4,1,48
43,4c,4,1,48
43,4c,4,1,50
43,4c,4,1,52.5
43,4c,4,1,59.5
43,4c,4,1,59.5
43,4c,4,1,62
43,4c,4,1,62
43,4c,4,1,62
43,4c,4,1,64
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,66.5
43,4c,4,1,69
43,4c,4,1,69
43,4c,4,1,71
43,4c,4,1,71
43,4c,4,1,71
43,4c,4,1,71
43,4c,4,1,73.5
43,4c,4,1,73.5
43,4c,4,1,73.5
43,4c,4,1,73.5
43,4c,4,1,76
43,4c,4,1,76
43,4c,4,1,76
43,4c,4,1,76
43,4c,4,1,76
43,4c,4,1,76
43,4c,4,1,78
43,4c,4,1,80.5
43,4c,4,1,83
43,4c,4,1,83
43,4c,4,1,83
43,4c,4,1,85
43,4c,4,1,85
44,4c,4,1,45.5
44,4c,4,1,48
44,4c,4,1,50
44,4c,4,1,52.5
44,4c,4,1,57
44,4c,4,1,59.5
44,4c,4,1,59.5
44,4c,4,1,59.5
44,4c,4,1,64
44,4c,4,1,66.5
44,4c,4,1,66.5
44,4c,4,1,66.5
44,4c,4,1,66.5
44,4c,4,1,69
44,4c,4,1,69
44,4c,4,1,69
44,4c,4,1,71
44,4c,4,1,71
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,73.5
44,4c,4,1,76
44,4c,4,1,76
44,4c,4,1,76
44,4c,4,1,78
44,4c,4,1,80.5
44,4c,4,1,80.5
44,4c,4,1,80.5
44,4c,4,1,80.5
44,4c,4,1,80.5
44,4c,4,1,83
44,4c,4,1,83
44,4c,4,1,87.5
44,4c,4,1,87.5
44,4c,4,1,92
45,4c,4,1,43
45,4c,4,1,45.5
45,4c,4,1,48
45,4c,4,1,52.5
45,4c,4,1,57
45,4c,4,1,57
45,4c,4,1,57
45,4c,4,1,59.5
45,4c,4,1,62
45,4c,4,1,64
45,4c,4,1,64
45,4c,4,1,64
45,4c,4,1,64
45,4c,4,1,64
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,66.5
45,4c,4,1,71
45,4c,4,1,71
45,4c,4,1,71
45,4c,4,1,71
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,73.5
45,4c,4,1,78
45,4c,4,1,80.5
45,4c,4,1,83
46,4d,4,1,50
46,4d,4,1,50
46,4d,4,1,52.5
46,4d,4,1,52.5
46,4d,4,1,55
46,4d,4,1,55
46,4d,4,1,59.5
46,4d,4,1,59.5
46,4d,4,1,62
46,4d,4,1,62
46,4d,4,1,62
46,4d,4,1,62
46,4d,4,1,64
46,4d,4,1,64
46,4d,4,1,66.5
46,4d,4,1,66.5
46,4d,4,1,69
46,4d,4,1,71
46,4d,4,1,71
46,4d,4,1,71
46,4d,4,1,71
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,73.5
46,4d,4,1,76
46,4d,4,1,78
46,4d,4,1,78
46,4d,4,1,78
46,4d,4,1,78
46,4d,4,1,78
46,4d,4,1,80.5
46,4d,4,1,80.5
46,4d,4,1,90
46,4d,4,1,92
47,4d,4,1,1
47,4d,4,1,41
47,4d,4,1,41
47,4d,4,1,52.5
47,4d,4,1,55
47,4d,4,1,55
47,4d,4,1,57
47,4d,4,1,59.5
47,4d,4,1,59.5
47,4d,4,1,62
47,4d,4,1,62
47,4d,4,1,66.5
47,4d,4,1,66.5
47,4d,4,1,66.5
47,4d,4,1,66.5
47,4d,4,1,66.5
47,4d,4,1,69
47,4d,4,1,69
47,4d,4,1,69
47,4d,4,1,69
47,4d,4,1,69
47,4d,4,1,69
47,4d,4,1,71
47,4d,4,1,71
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,73.5
47,4d,4,1,76
47,4d,4,1,76
47,4d,4,1,76
47,4d,4,1,76
47,4d,4,1,76
47,4d,4,1,78
47,4d,4,1,78
47,4d,4,1,80.5
47,4d,4,1,80.5
48,4d,4,1,24.5
48,4d,4,1,45.5
48,4d,4,1,45.5
48,4d,4,1,50
48,4d,4,1,52.5
48,4d,4,1,55
48,4d,4,1,55
48,4d,4,1,55
48,4d,4,1,55
48,4d,4,1,59.5
48,4d,4,1,62
48,4d,4,1,62
48,4d,4,1,62
48,4d,4,1,62
48,4d,4,1,62
48,4d,4,1,66.5
48,4d,4,1,66.5
48,4d,4,1,66.5
48,4d,4,1,66.5
48,4d,4,1,66.5
48,4d,4,1,66.5
48,4d,4,1,69
48,4d,4,1,71
48,4d,4,1,73.5
48,4d,4,1,73.5
48,4d,4,1,73.5
48,4d,4,1,73.5
48,4d,4,1,73.5
48,4d,4,1,73.5
48,4d,4,1,76
48,4d,4,1,78
48,4d,4,1,78
48,4d,4,1,80.5
48,4d,4,1,80.5
48,4d,4,1,80.5
48,4d,4,1,83
48,4d,4,1,85
48,4d,4,1,85
48,4d,4,1,87.5
48,4d,4,1,87.5
49,4a,4,3,22
49,4a,4,3,27
49,4a,4,3,31.5
49,4a,4,3,31.5
49,4a,4,3,31.5
49,4a,4,3,34
49,4a,4,3,34
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,36
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,38.5
49,4a,4,3,43
49,4a,4,3,43
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,45.5
49,4a,4,3,48
49,4a,4,3,48
49,4a,4,3,48
49,4a,4,3,59.5
49,4a,4,3,59.5
50,4a,4,3,1
50,4a,4,3,15
50,4a,4,3,20
50,4a,4,3,24.5
50,4a,4,3,24.5
50,4a,4,3,24.5
50,4a,4,3,27
50,4a,4,3,29
50,4a,4,3,29
50,4a,4,3,31.5
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,36
50,4a,4,3,38.5
50,4a,4,3,41
50,4a,4,3,43
50,4a,4,3,43
50,4a,4,3,43
50,4a,4,3,43
50,4a,4,3,43
50,4a,4,3,45.5
50,4a,4,3,45.5
50,4a,4,3,45.5
50,4a,4,3,48
50,4a,4,3,48
50,4a,4,3,50
50,4a,4,3,50
50,4a,4,3,50
50,4a,4,3,50
50,4a,4,3,50
50,4a,4,3,52.5
50,4a,4,3,52.5
50,4a,4,3,52.5
51,4a,4,3,29
51,4a,4,3,34
51,4a,4,3,34
51,4a,4,3,36
51,4a,4,3,36
51,4a,4,3,36
51,4a,4,3,36
51,4a,4,3,38.5
51,4a,4,3,38.5
51,4a,4,3,38.5
51,4a,4,3,38.5
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,41
51,4a,4,3,43
51,4a,4,3,43
51,4a,4,3,43
51,4a,4,3,43
51,4a,4,3,45.5
51,4a,4,3,45.5
51,4a,4,3,45.5
51,4a,4,3,45.5
51,4a,4,3,45.5
51,4a,4,3,45.5
51,4a,4,3,48
51,4a,4,3,48
51,4a,4,3,50
51,4a,4,3,50
51,4a,4,3,50
51,4a,4,3,50
51,4a,4,3,50
51,4a,4,3,52.5
51,4a,4,3,57
52,4b,4,3,10.5
52,4b,4,3,24.5
52,4b,4,3,31.5
52,4b,4,3,31.5
52,4b,4,3,34
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,36
52,4b,4,3,38.5
52,4b,4,3,38.5
52,4b,4,3,38.5
52,4b,4,3,38.5
52,4b,4,3,38.5
52,4b,4,3,41
52,4b,4,3,41
52,4b,4,3,43
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,45.5
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,48
52,4b,4,3,52.5
52,4b,4,3,52.5
53,4b,4,3,8
53,4b,4,3,8
53,4b,4,3,24.5
53,4b,4,3,24.5
53,4b,4,3,29
53,4b,4,3,31.5
53,4b,4,3,31.5
53,4b,4,3,31.5
53,4b,4,3,34
53,4b,4,3,34
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,36
53,4b,4,3,38.5
53,4b,4,3,38.5
53,4b,4,3,38.5
53,4b,4,3,38.5
53,4b,4,3,41
53,4b,4,3,41
53,4b,4,3,43
53,4b,4,3,43
53,4b,4,3,45.5
53,4b,4,3,45.5
53,4b,4,3,45.5
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,48
53,4b,4,3,50
53,4b,4,3,52.5
53,4b,4,3,52.5
53,4b,4,3,57
54,4b,4,3,8
54,4b,4,3,10.5
54,4b,4,3,20
54,4b,4,3,22
54,4b,4,3,24.5
54,4b,4,3,31.5
54,4b,4,3,34
54,4b,4,3,34
54,4b,4,3,34
54,4b,4,3,34
54,4b,4,3,34
54,4b,4,3,36
54,4b,4,3,36
54,4b,4,3,36
54,4b,4,3,36
54,4b,4,3,36
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,38.5
54,4b,4,3,41
54,4b,4,3,41
54,4b,4,3,41
54,4b,4,3,41
54,4b,4,3,43
54,4b,4,3,43
54,4b,4,3,45.5
54,4b,4,3,45.5
54,4b,4,3,45.5
54,4b,4,3,45.5
54,4b,4,3,45.5
54,4b,4,3,48
54,4b,4,3,50
54,4b,4,3,52.5
54,4b,4,3,52.5
55,4c,4,3,17.5
55,4c,4,3,17.5
55,4c,4,3,27
55,4c,4,3,31.5
55,4c,4,3,36
55,4c,4,3,36
55,4c,4,3,38.5
55,4c,4,3,38.5
55,4c,4,3,41
55,4c,4,3,43
55,4c,4,3,43
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,45.5
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,48
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,50
55,4c,4,3,52.5
55,4c,4,3,52.5
55,4c,4,3,52.5
55,4c,4,3,52.5
56,4c,4,3,13
56,4c,4,3,15
56,4c,4,3,27
56,4c,4,3,31.5
56,4c,4,3,34
56,4c,4,3,34
56,4c,4,3,36
56,4c,4,3,36
56,4c,4,3,36
56,4c,4,3,38.5
56,4c,4,3,41
56,4c,4,3,41
56,4c,4,3,41
56,4c,4,3,41
56,4c,4,3,43
56,4c,4,3,43
56,4c,4,3,43
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,45.5
56,4c,4,3,48
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,50
56,4c,4,3,52.5
56,4c,4,3,52.5
56,4c,4,3,52.5
56,4c,4,3,52.5
56,4c,4,3,52.5
56,4c,4,3,52.5
56,4c,4,3,62
56,4c,4,3,66.5
57,4c,4,3,24.5
57,4c,4,3,27
57,4c,4,3,31.5
57,4c,4,3,31.5
57,4c,4,3,34
57,4c,4,3,34
57,4c,4,3,36
57,4c,4,3,38.5
57,4c,4,3,41
57,4c,4,3,45.5
57,4c,4,3,45.5
57,4c,4,3,45.5
57,4c,4,3,45.5
57,4c,4,3,45.5
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,48
57,4c,4,3,50
57,4c,4,3,50
57,4c,4,3,50
57,4c,4,3,50
57,4c,4,3,50
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
57,4c,4,3,52.5
58,4d,4,3,8
58,4d,4,3,15
58,4d,4,3,29
58,4d,4,3,29
58,4d,4,3,31.5
58,4d,4,3,31.5
58,4d,4,3,31.5
58,4d,4,3,31.5
58,4d,4,3,34
58,4d,4,3,36
58,4d,4,3,36
58,4d,4,3,36
58,4d,4,3,38.5
58,4d,4,3,38.5
58,4d,4,3,38.5
58,4d,4,3,38.5
58,4d,4,3,41
58,4d,4,3,43
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,45.5
58,4d,4,3,48
58,4d,4,3,48
58,4d,4,3,48
58,4d,4,3,48
58,4d,4,3,48
58,4d,4,3,48
58,4d,4,3,50
58,4d,4,3,50
58,4d,4,3,52.5
58,4d,4,3,52.5
58,4d,4,3,52.5
58,4d,4,3,52.5
58,4d,4,3,52.5
58,4d,4,3,59.5
58,4d,4,3,64
59,4d,4,3,8
59,4d,4,3,27
59,4d,4,3,29
59,4d,4,3,29
59,4d,4,3,29
59,4d,4,3,29
59,4d,4,3,31.5
59,4d,4,3,31.5
59,4d,4,3,31.5
59,4d,4,3,31.5
59,4d,4,3,34
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,36
59,4d,4,3,38.5
59,4d,4,3,38.5
59,4d,4,3,38.5
59,4d,4,3,38.5
59,4d,4,3,38.5
59,4d,4,3,38.5
59,4d,4,3,43
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,45.5
59,4d,4,3,48
59,4d,4,3,48
59,4d,4,3,48
59,4d,4,3,48
59,4d,4,3,59.5
59,4d,4,3,59.5
60,4d,4,3,13
60,4d,4,3,29
60,4d,4,3,31.5
60,4d,4,3,31.5
60,4d,4,3,31.5
60,4d,4,3,31.5
60,4d,4,3,34
60,4d,4,3,34
60,4d,4,3,36
60,4d,4,3,36
60,4d,4,3,36
60,4d,4,3,36
