FID,Shelf_stack,Sex,Diet,Level,Size,Batch,P_day,P2_day,L_day,L2_day,ZP,ZP2,ZL,ZL2,Ln,Wt,CI
LR001,A1,M,5,75,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.57,0.159149105
LR002,A1,F,5,50,S,1,0,0,0,0,NA,NA,NA,NA,31,0.32,-0.030090029
LR003,A1,F,5,50,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.32,0.016464981
LR004,A1,M,4,100,S,1,0,0,0,0,NA,NA,NA,NA,33,0.34,-0.148465565
LR005,A1,M,4,75,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.34,0.077089603
LR006,A1,F,5,50,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.27,-0.057989551
LR007,A1,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,35,0.56,0.18206113
LR008,A1,F,4,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.6,0.053522581
LR009,A1,F,4,75,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.6,-0.021825715
LR010,A1,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.57,0.040660334
LR011,A2,M,1,50,S,1,0,0,0,0,NA,NA,NA,NA,29,0.26,-0.04678732
LR012,A2,F,4,75,S,1,0,0,0,0,NA,NA,NA,NA,36,0.4,-0.235066299
LR013,A2,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.41,-0.249864933
LR014,A2,F,4,50,S,1,0,0,0,0,NA,NA,NA,NA,31,0.28,-0.163621421
LR015,A2,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,25.5,0.19,0.007795677
LR016,A2,F,5,50,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.37,-0.020196336
LR017,A2,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,35,0.45,-0.036628071
LR018,A2,M,5,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.28,-0.069741863
LR019,A2,M,4,100,S,1,0,0,0,0,NA,NA,NA,NA,25,0.16,-0.107358272
LR020,A2,F,5,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.23,-0.266452158
LR021,A3,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.47,0.048053004
LR022,A3,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,38,0.59,-0.001206548
LR023,A3,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,35,0.51,0.088535072
LR024,A3,M,5,75,S,1,0,0,0,0,NA,NA,NA,NA,28,0.28,0.127789557
LR025,A3,F,1,75,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.69,0.117936228
LR026,A3,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,30,0.26,-0.143849835
LR027,A3,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,41,0.81,0.098152192
LR028,A3,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,35,0.53,0.127001353
LR029,A3,F,4,50,L,1,0,0,0,0,NA,NA,NA,NA,38,0.61,0.032129872
LR030,A3,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,40,0.68,-0.00609258
LR031,A1,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.38,0.188315238
LR032,A1,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.76,0.289911359
LR033,A1,M,2,50,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.63,0.02696445
LR034,A1,M,4,50,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.23,-0.218332201
LR035,A1,F,2,75,S,1,0,0,0,0,NA,NA,NA,NA,35.5,0.47,-0.033754562
LR036,A1,F,3,100,S,1,0,0,0,0,NA,NA,NA,NA,36,0.44,-0.139756119
LR037,A1,F,1,75,L,1,0,0,0,0,NA,NA,NA,NA,37,0.49,-0.110570636
LR038,A1,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,42,0.73,-0.074830499
LR039,A2,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.42,0.10655537
LR040,A2,M,4,50,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.31,-0.015283718
LR041,A2,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,27,0.22,-0.009249389
LR042,A2,M,3,75,S,1,0,0,0,0,NA,NA,NA,NA,24.5,0.14,-0.183047899
LR043,A2,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,34,0.5,0.151725792
LR044,A2,F,1,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.29,-0.034650544
LR045,A2,F,2,75,S,1,0,0,0,0,NA,NA,NA,NA,30,0.3,-0.000748992
LR046,A2,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,26.5,0.22,0.044267497
LR047,A3,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.52,0.149149121
LR048,A3,M,5,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.7,0.246104308
LR049,A3,M,1,75,L,1,0,0,0,0,NA,NA,NA,NA,35,0.54,0.145693486
LR050,A3,F,5,50,S,1,0,0,0,0,NA,NA,NA,NA,27,0.24,0.077761988
LR051,A3,M,4,75,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.65,-0.015199081
LR052,A3,M,4,75,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.43,-0.040894482
LR053,A3,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.44,-0.017904964
LR054,A3,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,38,0.64,0.080139091
LR055,B1,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.64,-0.030703267
LR056,B1,M,3,100,L,1,0,0,0,0,NA,NA,NA,NA,43.5,0.78,-0.109050018
LR057,B1,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.46,-0.173749538
LR058,B1,F,1,50,S,1,0,0,0,0,NA,NA,NA,NA,35.5,0.46,-0.055260767
LR059,B1,F,2,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.34,-0.060364153
LR060,B1,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.35,-0.075766187
LR061,B1,M,1,75,L,1,0,0,0,0,NA,NA,NA,NA,39,0.64,0.005769455
LR062,B1,M,4,100,L,1,0,0,0,0,NA,NA,NA,NA,39,0.69,0.080992876
LR063,B1,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.56,-0.090818586
LR064,B1,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.75,0.127901763
LR065,B2,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,36,0.56,0.101405938
LR066,B2,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.6,0.130907562
LR067,B2,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,36,0.54,0.065038293
LR068,B2,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,34,0.44,0.023892421
LR069,B2,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,35,0.46,-0.014649164
LR070,B2,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,34,0.48,0.110903798
LR071,B2,M,4,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.39,0.076836969
LR072,B2,M,2,75,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.36,0.04188291
LR073,B2,M,3,100,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.4,0.057765206
LR074,B2,F,1,50,S,1,0,0,0,0,NA,NA,NA,NA,33,0.41,0.038745977
LR075,B3,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,33.5,0.5,0.19414242
LR076,B3,F,5,100,L,1,0,0,0,0,NA,NA,NA,NA,34,0.61,0.350576651
LR077,B3,M,4,50,S,1,0,0,0,0,NA,NA,NA,NA,31,0.34,0.030534593
LR078,B3,M,1,50,S,1,0,0,0,0,NA,NA,NA,NA,32,0.32,-0.120988774
LR079,B3,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,38,0.63,0.064390734
LR080,B3,F,5,75,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.43,-0.040894482
LR081,B3,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,39,0.59,-0.075576184
LR082,B3,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,40,0.81,0.16884887
LR083,B3,F,5,100,L,1,0,0,0,0,NA,NA,NA,NA,41,0.74,0.00776813
LR084,B3,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,32,0.34,-0.060364153
LR085,B1,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,48.5,0.63,-0.634134323
LR086,B1,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,35,0.5,0.068732445
LR087,B1,M,4,75,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.31,0.080160787
LR088,B1,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,31,0.38,0.141760228
LR089,B1,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,39,0.67,0.051578991
LR090,B1,F,5,100,L,1,0,0,0,0,NA,NA,NA,NA,39,0.57,-0.11006236
LR091,B1,F,2,100,L,1,0,0,0,0,NA,NA,NA,NA,38,0.62,0.048390393
LR092,B1,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.58,0.058052076
LR093,B2,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,45,1.04,0.081569539
LR094,B2,F,1,75,L,1,0,0,0,0,NA,NA,NA,NA,42.5,0.91,0.111686686
LR095,B2,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,40,0.7,0.022894957
LR096,B2,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,41.5,0.8,0.051025368
LR097,B2,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,42.5,0.83,0.019667787
LR098,B2,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,35,0.41,-0.129718494
LR099,B2,M,4,75,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.56,0.223257093
LR100,B2,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.6,-0.021825715
LR101,B3,F,4,50,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.74,0.114478742
LR102,B3,M,4,100,S,1,0,0,0,0,NA,NA,NA,NA,38.5,0.54,-0.12718623
LR103,B3,F,4,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.33,-0.090217116
LR104,B3,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.62,0.086312404
LR105,B3,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,37,0.66,0.187263808
LR106,B3,M,4,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.37,0.024193235
LR107,B3,F,5,75,L,1,0,0,0,0,NA,NA,NA,NA,35,0.57,0.199760707
LR108,B3,F,2,100,L,1,0,0,0,0,NA,NA,NA,NA,40,0.7,0.022894957
LR109,C1,M,5,50,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.28,-0.021621907
LR110,C1,F,2,100,S,1,0,0,0,0,NA,NA,NA,NA,27,0.25,0.118583983
LR111,C1,M,3,75,S,1,0,0,0,0,NA,NA,NA,NA,27.5,0.27,0.143010156
LR112,C1,F,1,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.27,-0.106109507
LR113,C1,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,34,0.41,-0.046725146
LR114,C1,F,4,75,L,1,0,0,0,0,NA,NA,NA,NA,42.5,0.74,-0.095107727
LR115,C1,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.66,0.148832761
LR116,C1,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,40,0.72,0.051065834
LR117,C1,M,3,50,S,1,0,0,0,0,NA,NA,NA,NA,30,0.31,0.032040831
LR118,C1,M,3,100,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.44,-0.017904964
LR119,C2,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,30,0.26,-0.143849835
LR120,C2,F,1,75,S,1,0,0,0,0,NA,NA,NA,NA,28,0.27,0.091421913
LR121,C2,F,1,100,L,1,0,0,0,0,NA,NA,NA,NA,40.5,0.67,-0.05647421
LR122,C2,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.58,0.058052076
LR123,C2,M,5,50,S,1,0,0,0,0,NA,NA,NA,NA,31,0.28,-0.163621421
LR124,C2,M,3,100,S,1,0,0,0,0,NA,NA,NA,NA,26,0.29,0.375057189
LR125,C2,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,38,0.62,0.048390393
LR126,C2,M,4,50,S,1,0,0,0,0,NA,NA,NA,NA,32,0.39,0.076836969
LR127,C2,F,4,50,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.33,0.047236639
LR128,C2,F,2,50,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.66,0.073484465
LR129,C3,M,3,100,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.58,0.176540847
LR130,C3,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,40,0.8,0.15642635
LR131,C3,F,5,75,L,1,0,0,0,0,NA,NA,NA,NA,41.5,0.64,-0.172118183
LR132,C3,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,36,0.52,0.027297965
LR133,C3,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.35,0.013712033
LR134,C3,F,1,100,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.54,-0.051837934
LR135,C3,M,4,100,S,1,0,0,0,0,NA,NA,NA,NA,37.5,0.37,-0.429904068
LR136,C3,M,5,100,L,1,0,0,0,0,NA,NA,NA,NA,36,0.53,0.04634616
LR137,C3,M,3,100,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.27,-0.153434056
LR138,C3,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.68,0.217116771
LR139,C1,M,4,75,L,1,0,0,0,0,NA,NA,NA,NA,29.5,0.7,0.894668825
LR140,C1,M,2,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.63,0.140743792
LR141,C1,M,2,50,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.33,-0.045128467
LR142,C1,F,1,75,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.54,-0.051837934
LR143,C1,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.62,0.124743451
LR144,C1,F,3,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.29,-0.034650544
LR145,C1,F,2,100,S,1,0,0,0,0,NA,NA,NA,NA,30,0.39,0.261615273
LR146,C1,F,3,100,S,1,0,0,0,0,NA,NA,NA,NA,35.5,0.45,-0.077239674
LR147,C2,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,33,0.4,0.014053364
LR148,C2,M,5,75,S,1,0,0,0,0,NA,NA,NA,NA,25.5,0.17,-0.103429958
LR149,C2,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.62,0.124743451
LR150,C2,M,2,50,S,1,0,0,0,0,NA,NA,NA,NA,33,0.42,0.062843528
LR151,C2,F,4,50,S,1,0,0,0,0,NA,NA,NA,NA,32,0.4,0.102154777
LR152,C2,F,5,100,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.43,-0.040894482
LR153,C2,F,1,50,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.27,-0.153434056
LR154,C2,M,1,50,S,1,0,0,0,0,NA,NA,NA,NA,26.5,0.22,0.044267497
LR155,C3,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,37,0.6,0.091953628
LR156,C3,F,1,75,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.46,0.026546799
LR157,C3,M,5,75,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.46,-0.055260767
LR158,C3,M,2,50,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.33,0.142681144
LR159,C3,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,39,0.63,-0.009978902
LR160,C3,F,3,100,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.34,-0.015275504
LR161,C3,M,5,100,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.34,-0.015275504
LR162,C3,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,41,0.8,0.085729672
LR163,D1,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.62,0.163697385
LR164,D1,F,2,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.59,0.07514651
LR165,D1,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.5,-0.051413994
LR166,D1,M,2,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.42,0.150944941
LR167,D1,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,33.5,0.4,-0.029001131
LR168,D1,M,3,50,L,1,0,0,0,0,NA,NA,NA,NA,40,0.69,0.00850622
LR169,D1,F,4,50,S,1,0,0,0,0,NA,NA,NA,NA,28.5,0.23,-0.119595865
LR170,D1,F,1,50,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.59,0.114100444
LR171,D1,M,1,50,L,1,0,0,0,0,NA,NA,NA,NA,40,0.68,-0.00609258
LR172,D1,F,1,100,S,1,0,0,0,0,NA,NA,NA,NA,35,0.45,-0.036628071
LR173,D2,F,1,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.49,-0.110570636
LR174,D2,M,5,75,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.53,0.006854914
LR175,D2,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.5,-0.128798976
LR176,D2,M,2,50,L,1,0,0,0,0,NA,NA,NA,NA,34,0.45,0.046365277
LR177,D2,F,5,75,S,1,0,0,0,0,NA,NA,NA,NA,33.5,0.37,-0.106962673
LR178,D2,M,5,75,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.28,-0.209431519
LR179,D2,F,5,75,S,1,0,0,0,0,NA,NA,NA,NA,28,0.24,-0.026361123
LR180,D2,M,5,100,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.46,-0.055260767
LR181,D2,F,5,100,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.33,-0.045128467
LR182,D2,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.45,-0.077239674
LR183,D3,F,5,75,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.61,0.070051883
LR184,D3,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.32,-0.120988774
LR185,D3,M,3,75,L,1,0,0,0,0,NA,NA,NA,NA,39,0.6,-0.058769066
LR186,D3,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,27.5,0.26,0.105269828
LR187,D3,M,3,75,S,1,0,0,0,0,NA,NA,NA,NA,30,0.29,-0.034650544
LR188,D3,M,3,100,S,1,0,0,0,0,NA,NA,NA,NA,23.5,0.12,-0.217886732
LR189,D3,M,5,100,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.28,-0.021621907
LR190,D3,M,3,100,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.6,-0.095241788
LR191,D3,F,5,100,S,1,0,0,0,0,NA,NA,NA,NA,35.5,0.48,-0.012701152
LR192,D3,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.63,0.02696445
LR193,D1,F,1,75,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.41,0.082457818
LR194,D1,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.61,-0.005296413
LR195,D1,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.29,-0.174340199
LR196,D1,F,3,50,L,1,0,0,0,0,NA,NA,NA,NA,38,0.62,0.048390393
LR197,D1,F,1,50,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.54,0.105081883
LR198,D1,M,2,50,S,1,0,0,0,0,NA,NA,NA,NA,29,0.27,-0.009046992
LR199,D1,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.46,-0.055260767
LR200,D1,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,38,0.63,0.064390734
LR201,D2,M,1,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.63,0.140743792
LR202,D2,M,2,50,L,1,0,0,0,0,NA,NA,NA,NA,30,0.34,0.124414151
LR203,D2,M,4,100,S,1,0,0,0,0,NA,NA,NA,NA,31,0.31,-0.061838727
LR204,D2,M,1,50,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.4,-0.113215144
LR205,D2,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.53,-0.070530067
LR206,D2,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,40,0.67,-0.020907665
LR207,D2,F,3,100,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.49,0.0897257
LR208,D2,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.59,-0.038632833
LR209,D3,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,39,0.57,-0.11006236
LR210,D3,M,5,50,S,1,0,0,0,0,NA,NA,NA,NA,33.5,0.41,-0.004308519
LR211,D3,M,5,100,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.64,0.042712806
LR212,D3,M,3,75,S,1,0,0,0,0,NA,NA,NA,NA,33,0.44,0.109363544
LR213,D3,F,2,75,S,1,0,0,0,0,NA,NA,NA,NA,32,0.38,0.050861483
LR214,D3,M,2,100,S,1,0,0,0,0,NA,NA,NA,NA,29,0.22,-0.213841405
LR215,D3,F,5,75,L,1,0,0,0,0,NA,NA,NA,NA,36,0.52,0.027297965
LR216,D3,F,3,50,S,1,0,0,0,0,NA,NA,NA,NA,30,0.31,0.032040831
LR217,E1,F,2,100,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.54,0.105081883
LR218,E1,M,2,75,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.48,0.069106413
LR219,E1,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,38.5,0.6,-0.021825715
LR220,E1,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,30.5,0.31,-0.015283718
LR221,E1,M,1,75,S,1,0,0,0,0,NA,NA,NA,NA,29.5,0.3,0.047370964
LR222,E1,M,1,100,S,1,0,0,0,0,NA,NA,NA,NA,31,0.32,-0.030090029
LR223,E1,F,4,50,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.43,-0.040894482
LR224,E1,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,35,0.54,0.145693486
LR225,E2,F,3,75,L,1,0,0,0,0,NA,NA,NA,NA,39,0.72,0.123552491
LR226,E2,M,2,100,S,1,0,0,0,0,NA,NA,NA,NA,34,0.4,-0.071417759
LR227,E2,M,4,50,S,1,0,0,0,0,NA,NA,NA,NA,33.5,0.43,0.04331953
LR228,E2,F,1,100,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.69,0.044520154
LR229,E2,F,4,75,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.36,-0.04759531
LR230,E2,M,5,75,L,1,0,0,0,0,NA,NA,NA,NA,40,0.74,0.078464809
LR231,E2,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,36.5,0.57,0.079614268
LR232,E2,F,1,50,L,1,0,0,0,0,NA,NA,NA,NA,39,0.65,0.021273642
LR233,E3,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,39,0.73,0.137345813
LR234,E3,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,35,0.52,0.107953158
LR235,E3,M,3,100,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.54,0.186889449
LR236,E3,F,4,75,L,1,0,0,0,0,NA,NA,NA,NA,36,0.53,0.04634616
LR237,E3,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,26,0.2,0.003493632
LR238,E3,M,2,50,S,1,0,0,0,0,NA,NA,NA,NA,27.5,0.21,-0.108304273
LR239,E3,M,3,50,S,1,0,0,0,0,NA,NA,NA,NA,28,0.16,-0.431826231
LR240,E3,F,2,50,S,1,0,0,0,0,NA,NA,NA,NA,28.5,0.26,0.003006457
LR241,E1,F,1,100,L,1,0,0,0,0,NA,NA,NA,NA,37,0.57,0.040660334
LR242,E1,F,4,75,S,1,0,0,0,0,NA,NA,NA,NA,29,0.23,-0.169389642
LR243,E1,F,5,75,L,1,0,0,0,0,NA,NA,NA,NA,41.5,0.78,0.02570756
LR244,E1,M,2,100,L,1,0,0,0,0,NA,NA,NA,NA,35,0.45,-0.036628071
LR245,E1,F,1,100,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.46,0.026546799
LR246,E1,M,5,50,S,1,0,0,0,0,NA,NA,NA,NA,31.5,0.32,-0.075900126
LR247,E1,M,5,75,S,1,0,0,0,0,NA,NA,NA,NA,33,0.41,0.038745977
LR248,E1,M,1,100,L,1,0,0,0,0,NA,NA,NA,NA,34.5,0.53,0.168197316
LR249,E2,M,3,75,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.78,0.167122476
LR250,E2,F,3,100,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.69,0.193284524
LR251,E2,M,4,50,L,1,0,0,0,0,NA,NA,NA,NA,37,0.61,0.10848293
LR252,E2,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,39,0.66,0.036541114
LR253,E2,F,1,75,S,1,0,0,0,0,NA,NA,NA,NA,34,0.45,0.046365277
LR254,E2,F,5,75,S,1,0,0,0,0,NA,NA,NA,NA,32.5,0.32,-0.165378346
LR255,E2,M,2,75,S,1,0,0,0,0,NA,NA,NA,NA,33,0.4,0.014053364
LR256,E2,F,4,100,L,1,0,0,0,0,NA,NA,NA,NA,38,0.62,0.048390393
LR257,E3,M,5,75,L,1,0,0,0,0,NA,NA,NA,NA,35,0.5,0.068732445
LR258,E3,M,5,100,S,1,0,0,0,0,NA,NA,NA,NA,27,0.23,0.035202374
LR259,E3,M,3,100,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.67,0.015106269
LR260,E3,F,2,100,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.66,6.84E-05
LR261,E3,F,1,75,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.57,0.159149105
LR262,E3,F,2,100,S,1,0,0,0,0,NA,NA,NA,NA,33,0.38,-0.03723993
LR263,E3,F,5,50,L,1,0,0,0,0,NA,NA,NA,NA,39,0.61,-0.042239764
LR264,E3,M,5,100,L,1,0,0,0,0,NA,NA,NA,NA,35.5,0.5,0.028120842
LR265,F1,M,5,50,L,1,0,0,0,0,NA,NA,NA,NA,37.5,0.62,0.086312404
LR266,F1,F,5,75,S,1,0,0,0,0,NA,NA,NA,NA,35.5,0.48,-0.012701152
LR267,F1,F,3,75,S,1,0,0,0,0,NA,NA,NA,NA,36.5,0.49,-0.071616702
LR268,F1,M,3,50,L,1,0,0,0,0,NA,NA,NA,NA,39.5,0.66,6.84E-05
LR269,F1,M,3,50,S,1,0,0,0,0,NA,NA,NA,NA,34.5,0.44,-0.017904964
LR270,F1,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,35,0.5,0.068732445
LR271,F1,F,4,75,L,1,0,0,0,0,NA,NA,NA,NA,38,0.68,0.140763713
LR272,F1,F,2,75,L,1,0,0,0,0,NA,NA,NA,NA,36,0.56,0.101405938
LR273,F2,M,5,75,S,1,0,0,0,0,NA,NA,NA,NA,31,0.34,0.030534593
LR274,F2,F,2,100,S,1,0,0,0,0,NA,NA,NA,NA,29,0.27,-0.009046992
LR275,F2,F,5,100,S,1,0,0,0,0,NA,NA,NA,NA,33.5,0.4,-0.029001131
LR276,F2,M,5,50,S,1,0,0,0,0,NA,NA,NA,NA,32,0.34,-0.060364153
