FID,Shelf_stack,Sex,Diet,Level,Size,Batch,P_day,P2_day,L_day,L2_day,ZP,ZP2,ZL,ZL2,Ln,Wt,CI
LR427,I3,M,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,39.5,0.6,-0.167849772
LR428,I3,F,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,42,0.69,-0.208449936
LR429,I3,M,5,75,S,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.001155482,-0.702049145,-0.06805767,-0.33460445,39.5,0.61,-0.151320471
LR430,I3,M,3,100,L,2,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,42,0.95,0.111320451
LR431,I3,F,3,100,L,2,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,45,1.09,0.046022772
LR432,I3,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,32.5,0.35,-0.133567122
LR433,I1,F,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,41.5,0.83,0.011481953
LR434,I1,F,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,50,1.25,-0.126663821
LR435,I1,F,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,45.5,0.94,-0.134505575
LR436,I1,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,32,0.3,-0.242151308
LR437,I1,F,3,50,L,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,44.5,0.91,-0.101627497
LR438,I1,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,39.5,0.71,0.000485542
LR439,I1,M,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,41.5,0.64,-0.248475571
LR440,I1,M,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,36.5,0.56,-0.004697283
LR441,I2,M,1,75,L,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.831335864,-0.646360465,-1.104895127,-0.788520986,38.5,0.54,-0.197847697
LR442,I2,M,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,35,0.51,0.025108601
LR443,I2,F,3,50,L,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,40,0.76,0.031570216
LR444,I2,F,1,50,S,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,40,0.67,-0.094470505
LR445,I2,M,4,100,L,2,0.01328,0.000176358,0.00156,2.43E-06,-1.147233918,-0.740537909,-1.162099974,-0.795816226,41,0.83,0.047106389
LR446,I2,F,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,38,0.6,-0.054068595
LR447,I2,F,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,41.5,0.71,-0.144678778
LR448,I2,F,3,50,L,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,41,0.78,-0.015025392
LR449,I3,F,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,48,1.06,-0.171563439
LR450,I3,F,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,39.5,0.56,-0.236842644
LR451,I3,F,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,44.5,0.97,-0.037776025
LR452,I3,M,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,39,0.64,-0.065871509
LR453,I3,M,3,50,L,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,44,0.84,-0.148461037
LR454,I3,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,48.5,1.3,0.002075894
LR455,I3,M,4,100,L,2,0.01328,0.000176358,0.00156,2.43E-06,-1.147233918,-0.740537909,-1.162099974,-0.795816226,39.5,0.61,-0.151320471
LR456,I3,M,2,50,L,2,0.01779,0.000316484,0.0039,0.00001521,-0.952742577,-0.687372323,-0.867733468,-0.738477893,48,1.2,-0.04751079
LR457,J1,F,4,100,L,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,41.5,0.77,-0.063553233
LR458,J1,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,44,0.9,-0.079468166
LR459,J1,M,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,44,0.79,-0.209829984
LR460,J1,M,3,100,S,2,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,34.5,0.47,-0.014281218
LR461,J1,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,39.5,0.72,0.014471784
LR462,J1,M,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.282871705,-0.768479758,-1.208578935,-0.800376985,44,0.88,-0.101941022
LR463,J1,M,1,100,S,2,0.027,0.000729,0.00264,6.97E-06,-0.555566247,-0.530858509,-1.026238509,-0.775459421,44,0.67,-0.374585217
LR464,J1,M,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,39.5,0.64,-0.103311251
LR465,J2,M,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.147233918,-0.740537909,-1.162099974,-0.795816226,37.5,0.62,0.017648684
LR466,J2,F,5,100,L,2,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,47.5,1.15,-0.059295464
LR467,J2,M,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,41,0.76,-0.041000878
LR468,J2,F,4,100,L,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,39,0.63,-0.081619866
LR469,J2,F,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,41,0.67,-0.167041599
LR470,J2,F,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,39.5,0.7,-0.013699093
LR471,J2,M,1,100,L,2,0.027,0.000729,0.00264,6.97E-06,-0.555566247,-0.530858509,-1.026238509,-0.775459421,40,0.78,0.057545703
LR472,J2,M,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,42,0.78,-0.085847614
LR473,J3,M,1,50,S,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,39,0.68,-0.005246888
LR474,J3,F,3,50,L,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,39,0.69,0.009351912
LR475,J3,M,5,75,S,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.001155482,-0.702049145,-0.06805767,-0.33460445,34.5,0.39,-0.200867174
LR476,J3,F,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,40.5,0.77,0.00813276
LR477,J3,M,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,39.5,0.59,-0.184656891
LR478,J3,M,2,50,S,2,0.01779,0.000316484,0.0039,0.00001521,-0.952742577,-0.687372323,-0.867733468,-0.738477893,35,0.49,-0.014896734
LR479,J3,M,5,100,L,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,NA,NA,NA
LR480,J3,M,5,75,L,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.001155482,-0.702049145,-0.06805767,-0.33460445,40,0.85,0.143488132
LR481,J1,M,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,45,0.86,-0.190977814
LR482,J1,F,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,44.5,0.95,-0.058610112
LR483,J1,M,2,75,L,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,47,1.01,-0.158006468
LR484,J1,F,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.483127925,-0.542283513,-0.536762382,-0.54038284,39.5,0.74,0.041870758
LR485,J1,M,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,40,0.61,-0.18828926
LR486,J1,M,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,NA,NA,NA
LR487,J1,M,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.249007657,-0.762206928,-0.512984089,-0.604074512,32,0.34,-0.116988165
LR488,J1,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,36,0.53,-0.019218762
LR489,J2,M,1,75,L,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.831335864,-0.646360465,-1.104895127,-0.788520986,44.5,1.04,0.031903896
LR490,J2,F,2,100,L,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,44,1,0.02589235
LR491,J2,F,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,42,0.92,0.079232136
LR492,J2,F,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,44.5,1.09,0.078860879
LR493,J2,M,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.249007657,-0.762206928,-0.512984089,-0.604074512,36.5,0.57,0.013002294
LR494,J2,F,2,100,L,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,49.5,1.32,-0.0426379
LR495,J2,F,3,100,S,2,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,39.5,0.61,-0.151320471
LR496,J2,F,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,NA,NA,NA
LR497,J3,F,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,35,0.57,0.136334236
LR498,J3,F,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,36,0.61,0.121363188
LR499,J3,F,1,50,S,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,32,0.35,-0.088000628
LR500,J3,M,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,39.5,0.7,-0.013699093
LR501,J3,F,2,50,L,2,0.01779,0.000316484,0.0039,0.00001521,-0.959204134,-0.772100487,-0.797921985,-0.624594279,49.5,1.12,-0.206940951
LR502,J3,M,2,100,L,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,41,0.76,-0.041000878
LR503,J3,M,5,75,L,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.001155482,-0.702049145,-0.06805767,-0.33460445,44,0.97,-0.004566858
LR504,J3,M,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,30,0.34,0.072689258
LR505,K1,M,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,37,0.57,-0.026984445
LR506,K1,F,3,100,S,2,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,27,0.2,-0.148286545
LR507,K1,F,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,43,1.03,0.123016886
LR508,K1,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,38,0.69,0.085693347
LR509,K1,F,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,37,0.7,0.178459529
LR510,K1,F,1,75,S,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.816060151,-0.713067655,-1.037786967,-0.67102612,39,0.65,-0.050367323
LR511,K1,F,1,100,L,2,0.027,0.000729,0.00264,6.97E-06,-0.490915349,-0.546813116,-0.958233771,-0.658907115,46,1.21,0.085869868
LR512,K1,F,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.483127925,-0.542283513,-0.536762382,-0.54038284,40,0.87,0.166744995
LR513,K2,F,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,35,0.52,0.044526687
LR514,K2,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,26,0.23,0.102393467
LR515,K2,F,1,75,S,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.816060151,-0.713067655,-1.037786967,-0.67102612,36,0.52,-0.038266957
LR516,K2,M,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.282871705,-0.768479758,-1.208578935,-0.800376985,31,0.35,0.005308161
LR517,K2,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,35,0.48,-0.035516021
LR518,K2,M,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,28,0.24,-0.072848767
LR519,K2,F,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,35.5,0.5,-0.036382385
LR520,K2,F,1,75,S,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.816060151,-0.713067655,-1.037786967,-0.67102612,34.5,0.43,-0.103228704
LR521,K3,F,1,100,S,2,0.027,0.000729,0.00264,6.97E-06,-0.490915349,-0.546813116,-0.958233771,-0.658907115,36,0.49,-0.097690378
LR522,K3,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,42.5,0.72,-0.200671556
LR523,K3,F,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,40.5,0.72,-0.059006543
LR524,K3,M,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,33.5,0.45,0.02868049
LR525,K3,F,5,75,L,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.016285131,-0.793226434,0.010869038,-0.249865493,46.5,1.03,-0.106964755
LR526,K3,F,2,50,L,2,0.01779,0.000316484,0.0039,0.00001521,-0.959204134,-0.772100487,-0.797921985,-0.624594279,41.5,0.96,0.156989537
LR527,K3,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,36.5,0.56,-0.004697283
LR528,K3,F,5,75,S,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.016285131,-0.793226434,0.010869038,-0.249865493,36,0.59,0.088026768
LR529,K1,M,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,NA,NA,NA
LR530,K1,F,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,41.5,0.82,-0.000639408
LR531,K1,F,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.483127925,-0.542283513,-0.536762382,-0.54038284,27,0.2,-0.148286545
LR532,K1,M,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.282871705,-0.768479758,-1.208578935,-0.800376985,37.5,0.66,0.080169041
LR533,K1,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,37,0.65,0.104351557
LR534,K1,F,2,50,S,2,0.01779,0.000316484,0.0039,0.00001521,-0.959204134,-0.772100487,-0.797921985,-0.624594279,42,0.85,9.48E-05
LR535,K1,F,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,39.5,0.77,0.081611087
LR536,K1,F,5,100,L,2,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,47.5,1.03,-0.169498604
LR537,K2,M,5,100,L,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,43,0.8,-0.129685467
LR538,K2,F,4,50,L,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,42,0.91,0.068303066
LR539,K2,M,1,100,L,2,0.027,0.000729,0.00264,6.97E-06,-0.555566247,-0.530858509,-1.026238509,-0.775459421,40,0.69,-0.065056619
LR540,K2,F,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,45,1.02,-0.020352297
LR541,K2,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,40,0.7,-0.050667882
LR542,K2,M,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.282871705,-0.768479758,-1.208578935,-0.800376985,39.5,0.64,-0.103311251
LR543,K2,F,2,100,L,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,44.5,0.88,-0.135150189
LR544,K2,M,1,75,L,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.831335864,-0.646360465,-1.104895127,-0.788520986,42,0.74,-0.138491348
LR545,K3,F,4,75,L,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,36.5,0.58,0.030394037
LR546,K3,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,37,0.69,0.164070792
LR547,K3,M,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,34.5,0.54,0.124555226
LR548,K3,M,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.147233918,-0.740537909,-1.162099974,-0.795816226,30.5,0.38,0.135335605
LR549,K3,M,5,75,L,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.001155482,-0.702049145,-0.06805767,-0.33460445,43.5,0.94,-0.002394346
LR550,K3,F,5,75,S,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.016285131,-0.793226434,0.010869038,-0.249865493,38.5,0.64,-0.027948661
LR551,K3,M,3,100,S,2,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,38,0.77,0.195392264
LR552,K3,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,39.5,0.73,0.028265106
LR553,L1,F,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,38,0.66,0.041241584
LR554,L1,F,5,75,L,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.016285131,-0.793226434,0.010869038,-0.249865493,44.5,1.03,0.022241985
LR555,L1,M,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.249007657,-0.762206928,-0.512984089,-0.604074512,36.5,0.61,0.080824891
LR556,L1,F,1,50,S,2,0.0135,0.00018225,0.00132,1.74E-06,-1.177332136,-0.845409704,-1.12617945,-0.680673056,37,0.55,-0.062702528
LR557,L1,M,2,100,L,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,42,0.95,0.111320451
LR558,L1,M,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,34,0.51,0.110302392
LR559,L1,M,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,38,0.7,0.100082084
LR560,L1,M,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,39.5,0.76,0.068539006
LR561,L2,F,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.30851401,-0.87981808,-0.439128942,-0.499889828,42.5,0.77,-0.133532253
LR562,L2,F,3,75,S,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,39,0.72,0.051911526
LR563,L2,F,1,100,S,2,0.027,0.000729,0.00264,6.97E-06,-0.490915349,-0.546813116,-0.958233771,-0.658907115,38,0.56,-0.123061467
LR564,L2,F,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,39,0.48,-0.353553582
LR565,L2,F,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.483127925,-0.542283513,-0.536762382,-0.54038284,35.5,0.51,-0.016579758
LR566,L2,F,3,100,S,2,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,40,0.68,-0.079655419
LR567,L2,F,2,50,S,2,0.01779,0.000316484,0.0039,0.00001521,-0.959204134,-0.772100487,-0.797921985,-0.624594279,37,0.55,-0.062702528
LR568,L2,F,1,100,S,2,0.027,0.000729,0.00264,6.97E-06,-0.490915349,-0.546813116,-0.958233771,-0.658907115,39.5,0.68,-0.04268663
LR569,L3,F,4,100,S,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,40,0.6,-0.204818562
LR570,L3,M,5,50,L,2,0.01092,0.000119246,0.00672,4.52E-05,-1.249007657,-0.762206928,-0.512984089,-0.604074512,40.5,1,0.269497524
LR571,L3,F,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.462174163,-0.529968281,0.09922806,-0.188538439,46.5,1.13,-0.014305925
LR572,L3,M,2,75,L,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.54896139,-0.52771166,-0.609517182,-0.647716881,45,0.97,-0.070614132
LR573,L3,M,3,75,L,2,0.027565263,0.000759844,0.010951316,0.000119931,-0.531189582,-0.519155904,0.019305529,-0.268507664,40,0.72,-0.022497005
LR574,L3,M,1,75,L,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.831335864,-0.646360465,-1.104895127,-0.788520986,41.5,0.65,-0.232971385
LR575,L3,F,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,38,0.53,-0.178121244
LR576,L3,F,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.30851401,-0.87981808,-0.439128942,-0.499889828,39,0.59,-0.147217149
LR577,L1,M,1,75,L,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.831335864,-0.646360465,-1.104895127,-0.788520986,43.5,1.03,0.08903986
LR578,L1,M,1,50,L,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,44,1.05,0.074682514
LR579,L1,F,1,75,S,2,0.020605263,0.000424577,0.002014737,4.06E-06,-0.816060151,-0.713067655,-1.037786967,-0.67102612,36.5,0.65,0.144338296
LR580,L1,F,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.526133555,-0.920863246,-1.194884501,-0.685395006,34.5,0.52,0.086814898
LR581,L1,M,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,39.5,0.63,-0.119059608
LR582,L1,F,3,100,L,2,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,39,0.67,-0.020061973
LR583,L1,F,4,100,L,2,0.01328,0.000176358,0.00156,2.43E-06,-1.188518187,-0.848627502,-1.095643872,-0.677794915,42,0.84,-0.011739642
LR584,L1,M,5,100,L,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,43,0.91,-0.000852595
LR585,L2,M,5,100,S,2,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,32,0.37,-0.032430777
LR586,L2,M,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.282871705,-0.768479758,-1.208578935,-0.800376985,34.5,0.47,-0.014281218
LR587,L2,F,4,75,S,2,0.010134737,0.000102713,0.001190526,1.42E-06,-1.348441248,-0.888847247,-1.142652631,-0.682026557,35.5,0.45,-0.141742901
LR588,L2,F,5,75,S,2,0.016667368,0.000277801,0.010256842,0.000105203,-1.016285131,-0.793226434,0.010869038,-0.249865493,35,0.41,-0.193144965
LR589,L2,M,2,100,S,2,0.03558,0.001265936,0.0078,6.08E-05,-0.18555833,-0.327138166,-0.377122625,-0.53369813,NA,NA,NA
LR590,L2,M,4,50,S,2,0.00664,4.41E-05,0.00078,6.08E-07,-1.433580371,-0.790722221,-1.260222142,-0.804007417,30.5,0.35,0.053097507
LR591,L2,M,5,50,S,2,0.01092,0.000119246,0.00672,4.52E-05,-1.249007657,-0.762206928,-0.512984089,-0.604074512,27,0.2,-0.148286545
LR592,L2,F,2,75,S,2,0.027153158,0.000737294,0.005952632,3.54E-05,-0.483127925,-0.542283513,-0.536762382,-0.54038284,34,0.45,-0.014860751
LR593,L3,F,5,50,L,2,0.01092,0.000119246,0.00672,4.52E-05,-1.30851401,-0.87981808,-0.439128942,-0.499889828,40,0.64,-0.140280041
LR594,L3,M,1,50,S,2,0.0135,0.00018225,0.00132,1.74E-06,-1.137746535,-0.738302409,-1.19229141,-0.798918215,40.5,0.75,-0.018184548
LR595,L3,F,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.945475799,-0.766813948,-0.381238575,-0.473564333,41,0.76,-0.041000878
LR596,L3,M,2,50,S,2,0.01779,0.000316484,0.0039,0.00001521,-0.952742577,-0.687372323,-0.867733468,-0.738477893,38.5,0.69,0.047274761
LR597,L3,M,3,50,S,2,0.01806,0.000326164,0.007175,5.15E-05,-0.941098971,-0.683699608,-0.455746157,-0.575701542,36.5,0.52,-0.078805255
