FID,Shelf_stack,Sex,Diet,Level,Size,Batch,P_day,P2_day,L_day,L2_day,ZP,ZP2,ZL,ZL2,Ln,Wt,CI
LR170,D1,F,1,50,L,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,48.5,1.19,-0.257308143
LR171,D1,M,1,50,L,5,0.03375,0.001139062,0.0033,1.09E-05,-0.265472598,-0.376018727,-0.943849609,-0.75723867,NA,NA,NA
LR172,D1,F,1,100,S,5,0.027198529,0.00073976,0.002659412,7.07E-06,-0.483363623,-0.54329428,-0.956163704,-0.659469791,57,2.54,0.040887809
LR173,D2,F,1,100,L,5,0.040698529,0.00165637,0.003979412,1.58E-05,0.203164478,-0.042259908,-0.788428464,-0.623158643,50,1.34,-0.22535824
LR174,D2,M,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,50,1.66,-0.011210251
LR175,D2,M,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,48.5,1.41,-0.087671746
LR176,D2,M,2,50,L,5,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,49.5,1.98,0.193698478
LR177,D2,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,56,2.16,-0.070748858
LR178,D2,M,5,75,S,5,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,53,1.93,-0.026493245
LR179,D2,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,NA,NA,NA
LR180,D2,M,5,100,L,5,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,NA,NA,NA
LR181,D2,F,5,100,S,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,50.5,1.74,0.007512648
LR182,D2,M,2,75,L,5,0.080055,0.006408803,0.01755,0.000308002,1.728037298,1.618291529,0.84973098,0.575432346,51.5,1.58,-0.144804506
LR183,D3,F,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,59,2.41,-0.109887191
LR184,D3,M,1,75,S,5,0.02025,0.000410062,0.00198,3.92E-06,-0.846670819,-0.651905564,-1.109991811,-0.78854793,51.5,1.86,0.018347135
LR185,D3,M,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,50.5,1.92,0.105952721
LR186,D3,M,1,100,S,5,0.027,0.000729,0.00264,6.97E-06,-0.556071709,-0.531204883,-1.02692071,-0.77486695,43.5,1.57,0.329751083
LR187,D3,M,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,48,1.31,-0.131714774
LR188,D3,M,3,100,S,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR189,D3,M,5,100,S,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,50,1.89,0.118548976
LR190,D3,M,3,100,L,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,54,2.44,0.154738194
LR191,D3,F,5,100,S,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,54.5,2.13,-0.007392521
LR192,D3,M,2,75,L,5,0.080055,0.006408803,0.01755,0.000308002,1.728037298,1.618291529,0.84973098,0.575432346,53,2.12,0.067402841
LR193,D1,F,1,75,S,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,53,1.85,-0.068827609
LR194,D1,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,55.5,2.45,0.080779188
LR195,D1,F,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,58,2.3,-0.107909441
LR196,D1,F,3,50,L,5,0.03612,0.001304654,0.01435,0.000205923,-0.029671731,-0.234513762,0.529384463,0.167629942,59.5,2.38,-0.146452496
LR197,D1,F,1,50,L,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,55.5,2.18,-0.03598396
LR198,D1,M,2,50,S,5,0.040681544,0.001654988,0.008918382,7.95E-05,0.032942294,-0.180768806,-0.236690248,-0.449528753,NA,NA,NA
LR199,D1,M,4,50,L,5,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,NA,NA,NA
LR200,D1,M,2,100,L,5,0.10674,0.011393428,0.0234,0.00054756,2.876872448,3.50470089,1.586043011,1.649985877,49.5,1.76,0.075915443
LR201,D2,M,1,50,L,5,0.03375,0.001139062,0.0033,1.09E-05,-0.265472598,-0.376018727,-0.943849609,-0.75723867,50,1.9,0.123826033
LR202,D2,M,2,50,L,5,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,NA,NA,NA
LR203,D2,M,4,100,S,5,0.05312,0.002821734,0.00624,3.89E-05,0.568439219,0.260781075,-0.573805614,-0.631642786,44,1.02,-0.134077806
LR204,D2,M,1,50,S,5,0.0135,0.00018225,0.00132,1.74E-06,-1.137269929,-0.738120011,-1.193062912,-0.798326467,NA,NA,NA
LR205,D2,M,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,NA,NA,NA
LR206,D2,M,1,100,L,5,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,52,2.22,0.167754827
LR207,D2,F,3,100,S,5,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,59.5,2.93,0.061449439
LR208,D2,M,2,75,L,5,0.080055,0.006408803,0.01755,0.000308002,1.728037298,1.618291529,0.84973098,0.575432346,52,2.27,0.190027462
LR209,D3,M,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,52,1.76,-0.06443856
LR210,D3,M,5,50,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,49,1.53,-0.035210484
LR211,D3,M,5,100,L,5,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,50.5,2.09,0.190791601
LR212,D3,M,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,NA,NA,NA
LR213,D3,F,2,75,S,5,0.040158309,0.00161269,0.008803676,7.75E-05,0.175692166,-0.066136127,-0.175398859,-0.366526591,54,2.33,0.108608423
LR214,D3,M,2,100,S,5,0.081363088,0.006619952,0.017836765,0.00031815,1.784352737,1.698199937,0.885824744,0.620951883,49.5,1.47,-0.104135965
LR215,D3,F,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,52.5,1.43,-0.299337559
LR216,D3,F,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.029671731,-0.234513762,0.529384463,0.167629942,60,2.94,0.041018718
LR217,E1,F,2,100,L,5,0.071421618,0.005101047,0.015657353,0.000245153,1.765554399,1.840658212,0.695512622,0.330801342,58,3.05,0.174323026
LR218,E1,M,2,75,L,5,0.080055,0.006408803,0.01755,0.000308002,1.728037298,1.618291529,0.84973098,0.575432346,52,2.42,0.254015171
LR219,E1,F,3,100,L,5,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,61,3.4,0.139299033
LR220,E1,F,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR221,E1,M,1,75,S,5,0.02025,0.000410062,0.00198,3.92E-06,-0.846670819,-0.651905564,-1.109991811,-0.78854793,53,2.04,0.02893656
LR222,E1,M,1,100,S,5,0.027,0.000729,0.00264,6.97E-06,-0.556071709,-0.531204883,-1.02692071,-0.77486695,NA,NA,NA
LR223,E1,F,4,50,S,5,0.021872941,0.000478426,0.002569412,6.60E-06,-0.75419072,-0.686143819,-0.967600197,-0.661424686,49,1.5,-0.055013111
LR224,E1,M,1,100,L,5,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,NA,NA,NA
LR225,E2,F,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,62.5,3.48,0.093355489
LR226,E2,M,2,100,S,5,0.081363088,0.006619952,0.017836765,0.00031815,1.784352737,1.698199937,0.885824744,0.620951883,47,1.39,-0.012465213
LR227,E2,M,4,50,S,5,0.02656,0.000705434,0.00312,9.73E-06,-0.575014465,-0.540123332,-0.966505364,-0.762486784,49.5,1.57,-0.038322747
LR228,E2,F,1,100,L,5,0.040698529,0.00165637,0.003979412,1.58E-05,0.203164478,-0.042259908,-0.788428464,-0.623158643,NA,NA,NA
LR229,E2,F,4,75,S,5,0.032760588,0.001073256,0.003848382,1.48E-05,-0.200511045,-0.360999783,-0.805078728,-0.627317996,54,1.89,-0.100683016
LR230,E2,M,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,52,2.09,0.107411697
LR231,E2,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,52,1.93,0.027767634
LR232,E2,F,1,50,L,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,54,2.19,0.046641699
LR233,E3,F,4,100,L,5,0.059857647,0.003582938,0.007031471,4.94E-05,1.177480988,1.010834416,-0.400596761,-0.483404397,52.5,1.87,-0.031073572
LR234,E3,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,53,1.95,-0.016183875
LR235,E3,M,3,100,L,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,49.5,2.01,0.208736356
LR236,E3,F,4,75,L,5,0.044868824,0.002013211,0.005270735,2.78E-05,0.415240382,0.152795357,-0.624337272,-0.573246412,42,0.95,-0.072656346
LR237,E3,F,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,56.5,2.87,0.188133806
LR238,E3,M,2,50,S,5,0.040681544,0.001654988,0.008918382,7.95E-05,0.032942294,-0.180768806,-0.236690248,-0.449528753,49.5,1.68,0.029395427
LR239,E3,M,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,NA,NA,NA
LR240,E3,F,2,50,S,5,0.026815809,0.000719088,0.005878676,3.46E-05,-0.502826441,-0.554593941,-0.547084902,-0.544962815,45,1.49,0.180879285
LR241,E1,F,1,100,L,5,0.040698529,0.00165637,0.003979412,1.58E-05,0.203164478,-0.042259908,-0.788428464,-0.623158643,60.5,2.96,0.024158352
LR242,E1,F,4,75,S,5,0.032760588,0.001073256,0.003848382,1.48E-05,-0.200511045,-0.360999783,-0.805078728,-0.627317996,52,1.89,0.00682446
LR243,E1,F,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR244,E1,M,2,100,L,5,0.10674,0.011393428,0.0234,0.00054756,2.876872448,3.50470089,1.586043011,1.649985877,48,1.53,0.023525824
LR245,E1,F,1,100,S,5,0.027198529,0.00073976,0.002659412,7.07E-06,-0.483363623,-0.54329428,-0.956163704,-0.659469791,49,1.65,0.040297069
LR246,E1,M,5,50,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,50,1.95,0.149801519
LR247,E1,M,5,75,S,5,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,52,1.93,0.027767634
LR248,E1,M,1,100,L,5,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,47,1.83,0.262547007
LR249,E2,M,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,56,2.61,0.118493142
LR250,E2,F,3,100,L,5,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,NA,NA,NA
LR251,E2,M,4,50,L,5,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,44.5,1.2,-0.003746902
LR252,E2,F,2,75,L,5,0.053500809,0.002862337,0.011728676,0.000137562,0.854210772,0.616941845,0.196287183,-0.116707558,59.5,2.76,0.001677696
LR253,E2,F,1,75,S,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,50.5,1.91,0.100730777
LR254,E2,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,54.5,2.01,-0.065379779
LR255,E2,M,2,75,S,5,0.060956912,0.003715745,0.013363235,0.000178576,0.90583176,0.599115598,0.322762529,-0.005116688,NA,NA,NA
LR256,E2,F,4,100,L,5,0.059857647,0.003582938,0.007031471,4.94E-05,1.177480988,1.010834416,-0.400596761,-0.483404397,52,2,0.063394811
LR257,E3,M,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,48,1.51,0.010367739
LR258,E3,M,5,100,S,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,49.5,1.78,0.087214998
LR259,E3,M,3,100,L,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,54.5,2.12,-0.012098412
LR260,E3,F,2,100,L,5,0.071421618,0.005101047,0.015657353,0.000245153,1.765554399,1.840658212,0.695512622,0.330801342,60.5,3.27,0.123759069
LR261,E3,F,1,75,L,5,0.030474265,0.000928681,0.002979706,8.88E-06,-0.316779563,-0.440026898,-0.915463256,-0.651941363,44.5,1.35,0.114036133
LR262,E3,F,2,100,S,5,0.053631618,0.00287635,0.011757353,0.000138235,0.860862924,0.624601585,0.199931231,-0.113908314,51,1.85,0.040747823
LR263,E3,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,NA,NA,NA
LR264,E3,M,5,100,L,5,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,51.5,2.22,0.195277843
LR265,F1,M,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,50,2.07,0.209520754
LR266,F1,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,54.5,1.97,-0.085480958
LR267,F1,F,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,51.5,1.89,0.034347476
LR268,F1,M,3,50,L,5,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,51.5,1.91,0.044873889
LR269,F1,M,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,50.5,2.28,0.277802978
LR270,F1,F,2,75,L,5,0.053500809,0.002862337,0.011728676,0.000137562,0.854210772,0.616941845,0.196287183,-0.116707558,NA,NA,NA
LR271,F1,F,4,75,L,5,0.044868824,0.002013211,0.005270735,2.78E-05,0.415240382,0.152795357,-0.624337272,-0.573246412,52,1.83,-0.025436402
LR272,F1,F,2,75,L,5,0.053500809,0.002862337,0.011728676,0.000137562,0.854210772,0.616941845,0.196287183,-0.116707558,54.5,2.42,0.120253039
LR273,F2,M,5,75,S,5,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,52,2.03,0.078283424
LR274,F2,F,2,100,S,5,0.053631618,0.00287635,0.011757353,0.000138235,0.860862924,0.624601585,0.199931231,-0.113908314,NA,NA,NA
LR275,F2,F,5,100,S,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,56.5,1.95,-0.198348852
LR276,F2,M,5,50,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,50,2.16,0.252080368
LR277,F2,M,2,75,S,5,0.060956912,0.003715745,0.013363235,0.000178576,0.90583176,0.599115598,0.322762529,-0.005116688,46,1.59,0.183227848
LR278,F2,F,2,100,S,5,0.053631618,0.00287635,0.011757353,0.000138235,0.860862924,0.624601585,0.199931231,-0.113908314,55.5,2.21,-0.022316321
LR279,F2,M,4,75,L,5,0.04482,0.002008832,0.005265,2.77E-05,0.211109943,-0.046858104,-0.696524286,-0.68188114,48.5,1.58,0.026163397
LR280,F2,M,2,50,L,5,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,NA,NA,NA
LR281,F3,M,5,100,S,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,NA,NA,NA
LR282,F3,F,1,75,L,5,0.030474265,0.000928681,0.002979706,8.88E-06,-0.316779563,-0.440026898,-0.915463256,-0.651941363,59.5,2.47,-0.109334833
LR283,F3,M,4,50,L,5,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,49,1.69,0.06425031
LR284,F3,M,1,100,L,5,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,52,1.96,0.043192104
LR285,F3,M,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,55,2.66,0.188796738
LR286,F3,F,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR287,F3,M,2,75,S,5,0.060956912,0.003715745,0.013363235,0.000178576,0.90583176,0.599115598,0.322762529,-0.005116688,NA,NA,NA
LR288,F3,F,5,50,S,5,0.01092,0.000119246,0.00672,4.52E-05,-1.311190852,-0.882477621,-0.440176051,-0.500873678,49.5,1.43,-0.131723922
LR289,F1,F,4,100,L,5,0.059857647,0.003582938,0.007031471,4.94E-05,1.177480988,1.010834416,-0.400596761,-0.483404397,56,2.29,-0.012305262
LR290,F1,F,4,100,S,5,0.043745882,0.001913702,0.005138824,2.64E-05,0.358134364,0.098402072,-0.641099487,-0.579069506,42,1.52,0.397347284
LR291,F1,F,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.029671731,-0.234513762,0.529384463,0.167629942,58,2.86,0.110003061
LR292,F1,F,4,75,L,5,0.044868824,0.002013211,0.005270735,2.78E-05,0.415240382,0.152795357,-0.624337272,-0.573246412,53,1.92,-0.031688062
LR293,F1,F,2,100,L,5,0.071421618,0.005101047,0.015657353,0.000245153,1.765554399,1.840658212,0.695512622,0.330801342,59.5,3.03,0.095009636
LR294,F1,F,1,75,L,5,0.030474265,0.000928681,0.002979706,8.88E-06,-0.316779563,-0.440026898,-0.915463256,-0.651941363,60,2.89,0.023865639
LR295,F1,F,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,56,2.63,0.126126766
LR296,F1,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,49.5,1.65,0.011376922
LR297,F2,F,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.029671731,-0.234513762,0.529384463,0.167629942,55,1.96,-0.116584912
LR298,F2,F,2,75,L,5,0.053500809,0.002862337,0.011728676,0.000137562,0.854210772,0.616941845,0.196287183,-0.116707558,56,2.24,-0.034381214
LR299,F2,M,5,100,S,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,45.5,1.66,0.257444094
LR300,F2,M,1,50,L,5,0.03375,0.001139062,0.0033,1.09E-05,-0.265472598,-0.376018727,-0.943849609,-0.75723867,52.5,2.31,0.180235521
LR301,F2,F,5,50,S,5,0.01092,0.000119246,0.00672,4.52E-05,-1.311190852,-0.882477621,-0.440176051,-0.500873678,NA,NA,NA
LR302,F2,M,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,56.5,2.71,0.130770411
LR303,F2,M,3,50,L,5,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,55,2.82,0.2472075
LR304,F2,M,5,75,S,5,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,49.5,1.72,0.052925925
LR305,F3,M,3,100,S,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,53,2.15,0.081454594
LR306,F3,F,5,75,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.033528376,-0.801000023,-0.013213623,-0.266261238,59,3.13,0.151519066
LR307,F3,F,1,50,S,5,0.013599265,0.00018494,0.001329706,1.77E-06,-1.174939689,-0.846568181,-1.125132306,-0.681514359,54,1.95,-0.069430472
LR308,F3,F,2,50,S,5,0.026815809,0.000719088,0.005878676,3.46E-05,-0.502826441,-0.554593941,-0.547084902,-0.544962815,NA,NA,NA
LR309,F3,F,1,50,L,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,56,1.98,-0.157760235
LR310,F3,M,1,50,S,5,0.0135,0.00018225,0.00132,1.74E-06,-1.137269929,-0.738120011,-1.193062912,-0.798326467,NA,NA,NA
LR311,F3,M,1,100,S,5,0.027,0.000729,0.00264,6.97E-06,-0.556071709,-0.531204883,-1.02692071,-0.77486695,50.5,1.78,0.030240899
LR312,F3,M,1,75,L,5,0.050625,0.002562891,0.00495,2.45E-05,0.461025177,0.162823083,-0.736171857,-0.696234955,52.5,2.17,0.117715165
LR313,G1,F,1,75,S,5,0.020349265,0.000414093,0.001989706,3.96E-06,-0.831675638,-0.721309314,-1.041264686,-0.672405377,45,1.13,-0.095679202
LR314,G1,M,2,75,S,5,0.060956912,0.003715745,0.013363235,0.000178576,0.90583176,0.599115598,0.322762529,-0.005116688,50.5,2.35,0.308042863
LR315,G1,M,4,50,S,5,0.02656,0.000705434,0.00312,9.73E-06,-0.575014465,-0.540123332,-0.966505364,-0.762486784,42.5,1.09,0.031102891
LR316,G1,F,1,50,S,5,0.013599265,0.00018494,0.001329706,1.77E-06,-1.174939689,-0.846568181,-1.125132306,-0.681514359,56,2.21,-0.047864564
LR317,G1,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,57.5,2.4,-0.040686383
LR318,G1,M,1,100,S,5,0.027,0.000729,0.00264,6.97E-06,-0.556071709,-0.531204883,-1.02692071,-0.77486695,NA,NA,NA
LR319,G1,F,5,50,L,5,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,NA,NA,NA
LR320,G1,F,1,100,S,5,0.027198529,0.00073976,0.002659412,7.07E-06,-0.483363623,-0.54329428,-0.956163704,-0.659469791,NA,NA,NA
LR321,G2,F,1,50,S,5,0.013599265,0.00018494,0.001329706,1.77E-06,-1.174939689,-0.846568181,-1.125132306,-0.681514359,50,1.77,0.052951693
LR322,G2,M,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,52,2.07,0.097796238
LR323,G2,F,2,75,S,5,0.040158309,0.00161269,0.008803676,7.75E-05,0.175692166,-0.066136127,-0.175398859,-0.366526591,57.5,2.58,0.031634279
LR324,G2,F,1,50,S,5,0.013599265,0.00018494,0.001329706,1.77E-06,-1.174939689,-0.846568181,-1.125132306,-0.681514359,51.5,1.6,-0.132225724
LR325,G2,F,5,100,L,5,0.04368,0.001907942,0.02688,0.000722534,0.354784005,0.095253559,2.121598519,2.316397222,65,3.22,-0.096019961
LR326,G2,F,4,50,L,5,0.029928824,0.000895734,0.003515735,1.24E-05,-0.344517383,-0.45803628,-0.847348898,-0.637300442,57.5,2.26,-0.100790307
LR327,G2,M,5,50,S,5,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,51.5,2.04,0.110720455
LR328,G2,M,3,75,L,5,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,54.5,2.34,0.086636429
LR329,G3,M,3,50,S,5,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,50.5,1.72,-0.004048175
LR330,G3,M,5,100,S,5,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,NA,NA,NA
LR331,G3,M,4,50,S,5,0.02656,0.000705434,0.00312,9.73E-06,-0.575014465,-0.540123332,-0.966505364,-0.762486784,49.5,1.56,-0.044712545
LR332,G3,M,3,100,S,5,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,46,1.26,-0.049394447
LR333,G3,M,2,50,S,5,0.040681544,0.001654988,0.008918382,7.95E-05,0.032942294,-0.180768806,-0.236690248,-0.449528753,52,1.82,-0.030915868
LR334,G3,M,4,75,S,5,0.03984,0.001587226,0.00468,2.19E-05,-0.003287623,-0.206413036,-0.770155489,-0.70789743,48.5,1.45,-0.059697894
LR335,G3,M,1,100,S,5,0.027,0.000729,0.00264,6.97E-06,-0.556071709,-0.531204883,-1.02692071,-0.77486695,NA,NA,NA
LR336,G3,M,4,75,S,5,0.03984,0.001587226,0.00468,2.19E-05,-0.003287623,-0.206413036,-0.770155489,-0.70789743,NA,NA,NA
LR337,G1,M,1,50,L,5,0.03375,0.001139062,0.0033,1.09E-05,-0.265472598,-0.376018727,-0.943849609,-0.75723867,NA,NA,NA
LR338,G1,F,4,75,L,5,0.044868824,0.002013211,0.005270735,2.78E-05,0.415240382,0.152795357,-0.624337272,-0.573246412,57,1.67,-0.378452646
LR339,G1,M,1,75,S,5,0.02025,0.000410062,0.00198,3.92E-06,-0.846670819,-0.651905564,-1.109991811,-0.78854793,NA,NA,NA
LR340,G1,M,1,50,S,5,0.0135,0.00018225,0.00132,1.74E-06,-1.137269929,-0.738120011,-1.193062912,-0.798326467,49.5,1.51,-0.077288715
LR341,G1,F,5,50,S,5,0.01092,0.000119246,0.00672,4.52E-05,-1.311190852,-0.882477621,-0.440176051,-0.500873678,NA,NA,NA
LR342,G1,F,1,100,S,5,0.027198529,0.00073976,0.002659412,7.07E-06,-0.483363623,-0.54329428,-0.956163704,-0.659469791,52.5,1.72,-0.114687712
LR343,G1,F,5,75,L,5,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,56.5,2.13,-0.110056245
LR344,G1,F,3,75,S,5,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR345,G2,M,2,75,L,5,0.080055,0.006408803,0.01755,0.000308002,1.728037298,1.618291529,0.84973098,0.575432346,NA,NA,NA
LR346,G2,F,2,50,L,5,0.035710809,0.001275262,0.007828676,6.13E-05,-0.050480703,-0.250579921,-0.299294207,-0.433908102,NA,NA,NA
